Object Full Name,Diameter (km),Albedo,Rotation Period (hrs),Absolute Magnitude Parameter,Epoch of Oscillation in Julian Day Form,Eccentricity,Semi-Major Axis (au),Perihelion Distance (au),Inclination (degrees),Longitude of Ascending Node (deg),Argument of Perihelion (deg),Mean Anomaly (deg),Aphelion distance (au),Mean motion (deg/day),Earth Minimum Orbit Intersection Distance (au),Potentially Hazardous Asteroid
226554 (2003 WR21),0.482,0.125,,19.64,2459800.5,0.2614,1.119,0.826,9.27,85.83,108,176.43,1.41,0.8331,0.0297,1
228368 (2000 WK10),,,,18.63,2459800.5,0.702,1.479,0.441,14.74,57.95,244.52,72.52,2.52,0.548,0.0228,1
230111 (2001 BE10),,0.253,4.194,19.27,2459800.5,0.3693,0.8231,0.519,17.51,297.76,30.59,66.27,1.13,1.32,0.0422,1
230549 (2003 BH),0.217,0.216,,20.79,2459800.5,0.356,1.456,0.938,13.11,119.77,313.39,70,1.97,0.5607,0.0297,1
231937 (2001 FO32),0.55,,39.905,17.61,2459800.5,0.8259,1.699,0.296,39.01,181.72,123.37,206.06,3.1,0.445,0.00241,1
232691 (2004 AR1),,,,19.88,2459800.5,0.4695,1.576,0.836,9.08,336.52,50.27,168.17,2.32,0.4981,0.0315,1
234145 (2000 EW70),0.344,0.045,33,21.58,2459800.5,0.3213,0.9376,0.636,5.43,178.04,125.78,145.97,1.24,1.086,0.0107,1
235756 (2004 VC),1.136,0.042,7.18,18.57,2459800.5,0.2588,1.133,0.84,39.15,194.16,94.19,324.34,1.43,0.8168,0.0359,1
242216 (2003 RN10),,,,15.67,2459800.5,0.5409,2.231,1.024,39.63,267.2,4.62,252.37,3.44,0.2958,0.00947,1
242450 (2004 QY2),2.914,0.274,,14.77,2459800.5,0.4772,1.084,0.567,37.03,295.29,104.97,256.01,1.6,0.8734,0.047,1
242643 (2005 NZ6),1.989,0.041,10,17.49,2459800.5,0.865,1.833,0.247,8.42,38.81,48.95,279.97,3.42,0.397,0.00592,1
242708 (2005 UK1),,,63.8,18.14,2459800.5,0.6955,2.501,0.761,0.79,180.34,345.91,38.89,4.24,0.2492,0.011,1
243566 (1995 SA),0.881,0.091,2.313,17.39,2459800.5,0.6409,2.46,0.884,19.94,170.32,52.85,52.7,4.04,0.2554,0.0356,1
244977 (2004 BE68),0.495,0.235,,18.47,2459800.5,0.4445,1.761,0.978,15.74,210.89,191.23,6.07,2.54,0.4219,0.00992,1
247360 (2001 XU),,,,19.36,2459800.5,0.8369,2.573,0.42,19.08,261.06,285.98,350.43,4.73,0.2388,0.00544,1
250620 (2005 GE59),0.654,0.26,5.354,18.07,2459800.5,0.6024,2.109,0.838,16.08,194.76,243,299.37,3.38,0.3219,0.0322,1
250680 (2005 QC5),0.398,0.147,,19.6,2459800.5,0.3646,0.893,0.567,9.45,48.06,108.7,210.42,1.22,1.168,0.0473,1
250706 (2005 RR6),0.535,0.322,7,18.55,2459800.5,0.7003,2.959,0.887,6.93,27.3,59.92,103.34,5.03,0.1937,0.0351,1
251346 (2007 SJ),,,2.718,16.89,2459800.5,0.5328,2.015,0.942,8.18,306.77,175.25,355.37,3.09,0.3445,0.0394,1
251722 (1997 US2),,,,19.86,2459800.5,0.6617,1.674,0.566,3.17,65.95,100.26,111.94,2.78,0.4549,0.00614,1
252399 (2001 TX44),0.291,0.478,,19.45,2459800.5,0.546,0.8748,0.397,15.21,57.77,136.02,18.85,1.35,1.205,0.00942,1
253841 (2003 YG118),,,2.27,17.28,2459800.5,0.6421,2.288,0.819,8.09,348.18,232.63,102.41,3.76,0.2848,0.00818,1
255071 (2005 UH6),,,,18.36,2459800.5,0.6324,1.001,0.368,2.64,19.31,200.21,346.5,1.63,0.9839,0.0233,1
260141 (2004 QT24),,,7.66,18.34,2459800.5,0.2519,1.133,0.847,17.75,36.1,76.65,196.61,1.42,0.8175,0.00828,1
263976 (2009 KD5),0.785,0.125,2.664,18.41,2459800.5,0.2614,1.046,0.773,13.47,104.5,294.32,10.09,1.32,0.921,0.0485,1
264357 (2000 AZ93),0.113,0.037,,21.17,2459800.5,0.36,0.7469,0.478,8.59,277.34,8.17,169.49,1.02,1.527,0.0225,1
264993 (2003 DX10),,,,20.41,2459800.5,0.4107,1.376,0.811,3.15,61.9,193.87,326.73,1.94,0.6108,0.0446,1
265196 (2004 BW58),0.361,0.31,6.479,18.84,2459800.5,0.3786,1.455,0.904,15.21,132.63,301.83,238.87,2.01,0.5617,0.0392,1
265482 (2005 EE),,,2.6534,21.22,2459800.5,0.3278,1.129,0.759,6.17,110.8,284.79,276.88,1.5,0.8216,0.0179,1
267131 (2000 EK26),,,,18.21,2459800.5,0.657,2.41,0.827,15.64,126.45,305.48,30.03,3.99,0.2634,0.00488,1
267221 (2001 AD2),0.562,0.097,,19.85,2459800.5,0.6599,1.04,0.354,1.64,210.55,111.95,212.02,1.73,0.929,0.00823,1
267337 (2001 VK5),0.439,0.578,39.05,18.07,2459800.5,0.5141,1.269,0.617,19.43,54.22,263.94,233.15,1.92,0.6894,0.00031,1
267494 (2002 JB9),,,2.4261,16.18,2459800.5,0.7847,2.719,0.585,46.75,70.26,277.97,165.54,4.85,0.2199,0.0306,1
267720 (2003 CA),,,,18.98,2459800.5,0.7197,1.379,0.387,21.15,126.19,234.79,59,2.37,0.6085,0.0495,1
267729 (2003 FC5),,,129.5,18.46,2459800.5,0.6085,1.917,0.75,5.83,188.76,271.27,127.64,3.08,0.3714,0.0332,1
269690 (1996 RG3),0.888,0.098,,18.47,2459800.5,0.6033,2.001,0.794,3.58,158.06,300.25,18.8,3.21,0.3481,0.00202,1
275677 (2000 RS11),,,4.444,19.23,2459800.5,0.3204,1.28,0.87,17.1,172.17,301.7,321.8,1.69,0.6805,0.00766,1
276033 (2002 AJ129),,,3.9223,18.76,2459800.5,0.915,1.37,0.116,15.45,138.04,211.01,313.99,2.62,0.6144,0.00578,1
277475 (2005 WK4),,,2.595,20.22,2459800.5,0.2373,1.011,0.771,9.84,138.13,74.09,27.21,1.25,0.9702,0.00358,1
277570 (2005 YP180),0.439,0.177,3.689,19.34,2459800.5,0.6171,1.372,0.525,4.11,288.94,92.41,146.21,2.22,0.613,0.0163,1
279744 (1998 KM3),,,,19.91,2459800.5,0.6111,1.671,0.65,4.66,263.05,85.3,32.77,2.69,0.4564,0.0026,1
279816 (2000 JE5),,,,19.21,2459800.5,0.4006,1.238,0.742,50.74,41.23,285.18,349.7,1.73,0.7153,0.0457,1
281375 (2008 JV19),,,3.5,20.81,2459800.5,0.2485,0.9856,0.741,7.23,141.97,310.61,305.12,1.23,1.007,0.0415,1
285263 (1998 QE2),,,4.749,17.28,2459800.5,0.572,2.422,1.037,12.87,250.08,345.69,159.94,3.81,0.2615,0.0329,1
286080 (2001 TX1),,,,21.24,2459800.5,0.4827,1.047,0.542,2.8,159.17,354.18,71.32,1.55,0.9195,0.0424,1
289315 (2005 AN26),,,,18.53,2459800.5,0.6381,2.319,0.839,4.92,175.8,208.44,15.79,3.8,0.2791,0.0388,1
290772 (2005 VC),,,,17.47,2459800.5,0.5945,2.084,0.845,4.48,227.93,290.27,125.91,3.32,0.3277,0.0195,1
292220 (2006 SU49),,,,19.5,2459800.5,0.3122,1.412,0.971,2.52,303.11,199.06,44.01,1.85,0.5872,0.00066,1
294739 (2008 CM),0.74,0.425,3.05785,17.08,2459800.5,0.408,1.566,0.927,36.01,279.55,130.66,154.48,2.2,0.503,0.0454,1
297274 (1996 SK),1.199,0.234,4.645,16.92,2459800.5,0.7907,2.444,0.512,1.97,195.57,286.31,267.35,4.38,0.2579,0.00627,1
297300 (1998 SC15),0.32,,15,19.3,2459800.5,0.4145,1.273,0.745,16.08,198.68,277.5,148.58,1.8,0.6863,0.000245,1
297418 (2000 SP43),0.407,0.388,6.314,18.58,2459800.5,0.4668,0.8115,0.433,10.35,350.56,224.43,71.91,1.19,1.348,0.0189,1
301844 (1990 UA),0.4,,,19.71,2459800.5,0.5262,1.642,0.778,0.93,104.27,202.59,72.81,2.51,0.4685,0.0122,1
302169 (2001 TD45),,,,19.87,2459800.5,0.7774,0.7968,0.177,25.39,30.26,212.45,171.06,1.42,1.386,0.0268,1
302831 (2003 FH),,,13.94,19.12,2459800.5,0.5406,1.389,0.638,25.8,24.13,274.38,243.42,2.14,0.602,0.014,1
303450 (2005 BY2),0.187,0.317,,20.55,2459800.5,0.3306,1.269,0.849,7.29,74.46,130.22,48.99,1.69,0.6895,0.0408,1
304330 (2006 SX217),0.78,0.08,,18.89,2459800.5,0.3102,1.412,0.974,21.04,32.61,176.17,342.7,1.85,0.5877,0.0305,1
306383 (1993 VD),,,0.94345,21.49,2459800.5,0.5514,0.8758,0.393,2.07,2.18,254.22,124.16,1.36,1.202,0.0172,1
307005 (2001 XP1),,,,18.14,2459800.5,0.7525,2.892,0.716,39.21,268.05,246.35,54.92,5.07,0.2004,0.0147,1
307493 (2002 XP90),1.666,0.023,,18.6,2459800.5,0.586,2.079,0.861,23.11,78.56,324.16,213.66,3.3,0.3287,0.0491,1
308242 (2005 GO21),,,11,16.35,2459800.5,0.3399,0.7532,0.497,24.93,272.68,156.64,38.1,1.01,1.508,0.0439,1
308635 (2005 YU55),0.4,,18,21.91,2459800.5,0.4305,1.157,0.659,0.34,35.94,273.56,275.7,1.66,0.792,0.00048,1
310442 (2000 CH59),,,6.0542,19.92,2459800.5,0.4233,0.8627,0.498,3.26,213.61,109.57,182.33,1.23,1.23,0.0226,1
310560 (2001 QL142),0.654,0.313,2.97387,17.8,2459800.5,0.499,1.049,0.526,26.61,165.58,72.11,254.06,1.57,0.9169,0.0479,1
311044 (2004 BB103),,,,17.11,2459800.5,0.6223,1.907,0.72,55.86,271.1,71.48,32.83,3.09,0.3742,0.0349,1
311066 (2004 DC),,,2.5709,18.27,2459800.5,0.3996,1.634,0.981,19.45,74.93,156.24,278.74,2.29,0.472,0.00887,1
312070 (2007 TA19),0.595,0.087,,19.44,2459800.5,0.5095,0.9539,0.468,22.63,181.19,58.04,50.16,1.44,1.058,0.0193,1
314082 Dryope (2005 CZ36),,,,17.58,2459800.5,0.5746,2.238,0.952,16.14,116.8,139.4,36.62,3.52,0.2943,0.0202,1
314212 (2005 NJ1),,,,18.57,2459800.5,0.6508,2.133,0.745,6.46,316.21,82.54,152.57,3.52,0.3165,0.0229,1
317255 (2002 DJ5),,,,19.88,2459800.5,0.5677,1.401,0.606,6.43,347.9,296.17,45.62,2.2,0.5945,0.0401,1
325395 (2009 CQ5),,,,17.43,2459800.5,0.0915,0.9327,0.847,18.68,278.66,118.2,32.5,1.02,1.094,0.0484,1
326290 Akhenaten (1998 HE3),,,,21.83,2459800.5,0.4403,0.8789,0.492,3.38,53.45,309.34,68.36,1.27,1.196,0.00336,1
329437 (2002 OA22),,,2.6214,19.45,2459800.5,0.2432,0.9354,0.708,6.89,174.06,318.66,184.23,1.16,1.089,0.0355,1
329614 (2003 KU2),,,3.278,17.79,2459800.5,0.6776,2.688,0.867,5.4,105.27,246.73,93.34,4.51,0.2236,0.0261,1
330233 (2006 KV86),,,,18.82,2459800.5,0.3741,1.543,0.966,37.08,220.05,153.83,39.46,2.12,0.5142,0.00226,1
331876 (2004 CL),,,,20.55,2459800.5,0.5363,1.285,0.596,13.31,109.41,274.65,301.83,1.97,0.6769,0.023,1
332446 (2008 AF4),,,3.0472,19.7,2459800.5,0.41,1.38,0.814,8.93,109.32,293.31,20.34,1.95,0.6079,0.00251,1
333521 (2005 PO),,,,20.1,2459800.5,0.3732,1.252,0.785,12.51,300.51,249.49,143.79,1.72,0.7033,0.0166,1
333578 (2006 KM103),0.204,0.352,5.737,20.21,2459800.5,0.3768,1.573,0.981,11.68,169.46,196.99,356.16,2.17,0.4994,0.013,1
337075 (1998 QC1),,,,19.82,2459800.5,0.5899,1.983,0.813,9.65,308.36,115.42,179.49,3.15,0.3528,0.0184,1
337558 (2001 SG262),,,,19.33,2459800.5,0.5829,1.961,0.818,4.82,359.04,100.27,188.71,3.1,0.3589,0.0303,1
341843 (2008 EV5),0.4,0.137,3.725,20.07,2459800.5,0.0835,0.9582,0.878,7.44,93.37,235.03,304.8,1.04,1.051,0.0147,1
342866 (2008 YU32),,,,20.24,2459800.5,0.5956,1.537,0.622,3.41,232.59,83.97,88.97,2.45,0.5172,0.00639,1
344076 (1998 HJ3),,,,18.95,2459800.5,0.7464,1.986,0.504,6.56,223.57,94.2,215.78,3.47,0.3521,0.0109,1
348306 (2005 AY28),,,,21.55,2459800.5,0.5701,0.8728,0.375,5.88,117.49,155.93,81.65,1.37,1.209,0.0361,1
348314 (2005 BC),,,,17.9,2459800.5,0.2781,1.19,0.859,30.12,292.46,84.18,236.12,1.52,0.7595,0.0449,1
348400 (2005 JF21),,,2.4149,17.36,2459800.5,0.5357,2.225,1.033,10.85,132.2,206.12,32.72,3.42,0.297,0.0464,1
349068 (2006 YT13),0.496,0.343,2.433,18.36,2459800.5,0.4258,1.323,0.76,38.24,116.72,105.43,46.73,1.89,0.6479,0.0374,1
349507 (2008 QY),,,,18.55,2459800.5,0.5814,1.168,0.489,13.58,1.94,254.84,73.51,1.85,0.7813,0.0303,1
350523 (2000 EA14),,,,21.16,2459800.5,0.2025,1.117,0.891,3.56,203.83,206.05,91.65,1.34,0.8349,0.0434,1
350751 (2002 AW),,,,20.83,2459800.5,0.2564,1.072,0.797,0.57,161.97,119.2,51.42,1.35,0.8885,0.00484,1
352102 (2007 AG12),,,,19.45,2459800.5,0.6566,2.09,0.718,41.98,305.43,68.18,94.1,3.46,0.3261,0.0483,1
354182 (2002 DU3),,,4.4,20.79,2459800.5,0.2382,1.145,0.872,8.7,0.68,245.53,179.13,1.42,0.8041,0.00682,1
356991 (1998 QA1),,,,19.08,2459800.5,0.5323,2.104,0.984,8.17,299.01,333.01,325.47,3.22,0.3229,0.00441,1
357022 (1999 YG3),0.432,0.217,,19.07,2459800.5,0.3296,1.285,0.861,34.51,293.27,250.23,137.04,1.71,0.6768,0.043,1
357024 (1999 YR14),0.255,0.43,4.2477,19.47,2459800.5,0.4002,1.651,0.99,3.73,2.99,9.68,274.21,2.31,0.4645,0.00664,1
357028 (2000 EJ26),,,,19.46,2459800.5,0.6147,1.383,0.533,9.23,10.48,285.92,222.64,2.23,0.6062,0.00783,1
357439 (2004 BL86),,,2.6205,19.29,2459800.5,0.4023,1.502,0.898,23.78,126.67,311.5,52.71,2.11,0.5352,0.00943,1
357594 (2004 XL35),,,,19.64,2459800.5,0.2784,1.355,0.978,27.3,73.76,356.19,71.11,1.73,0.6245,0.00547,1
357622 (2005 EY95),,,3.925,20.34,2459800.5,0.5383,1.084,0.5,3.17,72.91,342.07,218.62,1.67,0.8739,0.0399,1
358471 (2007 NS4),,,,19.18,2459800.5,0.5971,1.874,0.755,5.78,10.97,47.55,266.11,2.99,0.3841,0.0388,1
358744 (2008 CR118),,,,18.96,2459800.5,0.5108,1.84,0.9,3.92,121.54,157.04,224.81,2.78,0.3949,0.0283,1
359170 (2009 CN5),,,,19.95,2459800.5,0.4654,1.545,0.826,11.91,349.72,53.22,47.22,2.26,0.5132,0.0347,1
359369 (2009 YG),,,,18.52,2459800.5,0.698,2.147,0.648,3.39,138.86,67.46,347.26,3.64,0.3134,0.0127,1
360191 (1988 TA),0.4,,,21.08,2459800.5,0.4785,1.54,0.803,2.53,194.65,105.29,276.84,2.28,0.5156,0.00583,1
361754 (2007 YV29),,,,19.12,2459800.5,0.3568,1.373,0.883,21.88,59.31,321.84,71.85,1.86,0.6125,0.0455,1
363024 (1998 OK1),0.558,0.099,,19.44,2459800.5,0.4292,1.356,0.774,13.99,109.66,298.6,21.68,1.94,0.6241,0.039,1
363027 (1998 ST27),0.578,0.059,3,19.64,2459800.5,0.53,0.8194,0.385,21.06,197.53,322.49,294.14,1.25,1.329,0.0103,1
363067 (2000 CO101),,0.11,5.12,19.21,2459800.5,0.09,1.076,0.979,15.32,353.04,64.95,139.2,1.17,0.8826,0.0227,1
363084 (2000 RD53),,,14.96,20.21,2459800.5,0.428,1.787,1.022,9.28,175.95,192.78,54.35,2.55,0.4127,0.0244,1
363116 (2001 GQ2),,,,20.32,2459800.5,0.5031,1.214,0.604,21.82,37.12,280.31,283.98,1.83,0.7364,0.00504,1
363305 (2002 NV16),,,0.9067,21.41,2459800.5,0.2198,1.237,0.965,3.5,183.31,179.25,159.55,1.51,0.7162,0.0279,1
363344 (2002 QC7),,,,19.97,2459800.5,0.1961,1.169,0.94,26.81,336.02,184.44,90.91,1.4,0.7796,0.048,1
363505 (2003 UC20),1.876,0.029,29.6,18.53,2459800.5,0.3369,0.7811,0.518,3.81,188.3,59.79,204.84,1.04,1.428,0.0349,1
363599 (2004 FG11),0.152,0.306,7.021,21.06,2459800.5,0.7238,1.587,0.438,3.13,83.6,228.67,35.01,2.74,0.4931,0.0206,1
363734 (2004 XN50),,,,18.89,2459800.5,0.7785,1.681,0.372,3.31,62.42,253.41,53.61,2.99,0.4523,0.0082,1
363790 (2005 JE46),,,,17.85,2459800.5,0.5523,1.904,0.852,8.27,238.35,114.75,150.24,2.95,0.3753,0.0293,1
363831 (2005 PY16),0.371,0.268,,19.35,2459800.5,0.5254,1.975,0.937,6.42,159.32,193.5,43.56,3.01,0.355,0.0427,1
364136 (2006 CJ),,,,20.16,2459800.5,0.7549,0.6766,0.166,10.23,303.23,29.67,51.82,1.19,1.771,0.0254,1
365014 (2008 OX2),,,,20.22,2459800.5,0.6019,1.048,0.417,6.65,220.17,251.99,277.88,1.68,0.9192,0.0324,1
365071 (2009 AV),0.674,0.246,,18.18,2459800.5,0.0739,1.03,0.954,45.87,150.74,322.14,45.16,1.11,0.9432,0.0197,1
365424 (2010 KX7),0.212,0.075,,21.91,2459800.5,0.1708,0.9894,0.82,21.49,46.46,61.9,250.65,1.16,1.002,0.0332,1
366746 (2004 LJ),,,,20.17,2459800.5,0.4616,1.087,0.585,18.28,246.7,256.1,75.98,1.59,0.8703,0.0279,1
366774 (2004 TB18),0.859,0.199,,17.88,2459800.5,0.4508,1.815,0.997,13.2,120.99,13.22,47.92,2.63,0.4032,0.0211,1
367248 (2007 MK13),0.386,0.119,5.286,20.21,2459800.5,0.1398,1.025,0.881,19.88,95.09,259.95,145.03,1.17,0.9504,0.0333,1
367789 (2011 AG5),,,,21.88,2459800.5,0.3905,1.431,0.872,3.68,135.65,53.59,233.21,1.99,0.5759,2.50E-05,1
368203 (2001 KO2),,,,20.56,2459800.5,0.6133,2.492,0.963,12.27,242.72,328.12,138.57,4.02,0.2506,0.00708,1
368565 (2004 FE5),,,,20.09,2459800.5,0.6003,1.245,0.498,18.3,189.41,243.45,130.41,1.99,0.7093,0.0354,1
369057 (2008 DK5),,,,21.32,2459800.5,0.615,1.555,0.599,4.27,345.65,80.96,190.52,2.51,0.5085,0.00884,1
369264 (2009 MS),1.515,0.232,,16.34,2459800.5,0.5696,2.005,0.863,52.36,252.04,219.54,351.8,3.15,0.347,0.0413,1
371660 (2007 CN26),0.23,0.16,,21.11,2459800.5,0.2692,1.293,0.945,7.58,159.29,135.69,55.07,1.64,0.6707,0.00221,1
